transition_id,map_seed,split,policy_source,action_name,current_position,next_position,outcome,image_path,target_text
train_seed0069_random_t012,69,train,random,Down,"[4, 1]","[5, 1]",hole,results/A3_dataset_collection/images/train/seed_0069/random/ep_000_step_012.png,"<prediction>Position: (5, 1). Outcome: hole</prediction>"
train_seed0069_random_t013,69,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0069/random/ep_001_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0069_random_t014,69,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0069/random/ep_001_step_001.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0070_greedy_t000,70,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0070_greedy_t001,70,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0070_greedy_t002,70,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0070_greedy_t003,70,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0070_greedy_t004,70,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_004.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0070_greedy_t005,70,train,greedy,Right,"[0, 5]","[0, 6]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_005.png,"<prediction>Position: (0, 6). Outcome: safe</prediction>"
train_seed0070_greedy_t006,70,train,greedy,Down,"[0, 6]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_006.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0070_greedy_t007,70,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0070_greedy_t008,70,train,greedy,Down,"[1, 7]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_008.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0070_greedy_t009,70,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_009.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0070_greedy_t010,70,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_010.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0070_greedy_t011,70,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_011.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0070_greedy_t012,70,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_012.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0070_greedy_t013,70,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_013.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0070_greedy_t014,70,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0070/greedy/ep_000_step_014.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0070_random_t000,70,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_000_step_000.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0070_random_t001,70,train,random,Down,"[1, 0]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_000_step_001.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0070_random_t002,70,train,random,Down,"[2, 0]","[3, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_000_step_002.png,"<prediction>Position: (3, 0). Outcome: safe</prediction>"
train_seed0070_random_t003,70,train,random,Down,"[3, 0]","[4, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_000_step_003.png,"<prediction>Position: (4, 0). Outcome: safe</prediction>"
train_seed0070_random_t004,70,train,random,Up,"[4, 0]","[3, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_000_step_004.png,"<prediction>Position: (3, 0). Outcome: safe</prediction>"
train_seed0070_random_t005,70,train,random,Up,"[3, 0]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_000_step_005.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0070_random_t006,70,train,random,Right,"[2, 0]","[2, 1]",hole,results/A3_dataset_collection/images/train/seed_0070/random/ep_000_step_006.png,"<prediction>Position: (2, 1). Outcome: hole</prediction>"
train_seed0070_random_t007,70,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0070/random/ep_001_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0070_random_t008,70,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_001_step_001.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0070_random_t009,70,train,random,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_001_step_002.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0070_random_t010,70,train,random,Up,"[1, 1]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_001_step_003.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0070_random_t011,70,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_001_step_004.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0070_random_t012,70,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0070/random/ep_001_step_005.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0070_random_t013,70,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_001_step_006.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0070_random_t014,70,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0070/random/ep_001_step_007.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0071_greedy_t000,71,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0071_greedy_t001,71,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0071_greedy_t002,71,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0071_greedy_t003,71,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0071_greedy_t004,71,train,greedy,Down,"[0, 4]","[1, 4]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_004.png,"<prediction>Position: (1, 4). Outcome: safe</prediction>"
train_seed0071_greedy_t005,71,train,greedy,Right,"[1, 4]","[1, 5]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_005.png,"<prediction>Position: (1, 5). Outcome: safe</prediction>"
train_seed0071_greedy_t006,71,train,greedy,Right,"[1, 5]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_006.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0071_greedy_t007,71,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0071_greedy_t008,71,train,greedy,Down,"[1, 7]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_008.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0071_greedy_t009,71,train,greedy,Down,"[2, 7]","[3, 7]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_009.png,"<prediction>Position: (3, 7). Outcome: safe</prediction>"
train_seed0071_greedy_t010,71,train,greedy,Left,"[3, 7]","[3, 6]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_010.png,"<prediction>Position: (3, 6). Outcome: safe</prediction>"
train_seed0071_greedy_t011,71,train,greedy,Right,"[3, 6]","[3, 7]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_011.png,"<prediction>Position: (3, 7). Outcome: safe</prediction>"
train_seed0071_greedy_t012,71,train,greedy,Left,"[3, 7]","[3, 6]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_012.png,"<prediction>Position: (3, 6). Outcome: safe</prediction>"
train_seed0071_greedy_t013,71,train,greedy,Right,"[3, 6]","[3, 7]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_013.png,"<prediction>Position: (3, 7). Outcome: safe</prediction>"
train_seed0071_greedy_t014,71,train,greedy,Left,"[3, 7]","[3, 6]",safe,results/A3_dataset_collection/images/train/seed_0071/greedy/ep_000_step_014.png,"<prediction>Position: (3, 6). Outcome: safe</prediction>"
train_seed0071_random_t000,71,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0071_random_t001,71,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_001.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0071_random_t002,71,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_002.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0071_random_t003,71,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_003.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0071_random_t004,71,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_004.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0071_random_t005,71,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_005.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0071_random_t006,71,train,random,Down,"[1, 0]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_006.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0071_random_t007,71,train,random,Left,"[2, 0]","[2, 0]",wall,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_007.png,"<prediction>Position: (2, 0). Outcome: wall</prediction>"
train_seed0071_random_t008,71,train,random,Right,"[2, 0]","[2, 1]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_008.png,"<prediction>Position: (2, 1). Outcome: safe</prediction>"
train_seed0071_random_t009,71,train,random,Left,"[2, 1]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_009.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0071_random_t010,71,train,random,Down,"[2, 0]","[3, 0]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_010.png,"<prediction>Position: (3, 0). Outcome: safe</prediction>"
train_seed0071_random_t011,71,train,random,Up,"[3, 0]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_011.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0071_random_t012,71,train,random,Left,"[2, 0]","[2, 0]",wall,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_012.png,"<prediction>Position: (2, 0). Outcome: wall</prediction>"
train_seed0071_random_t013,71,train,random,Right,"[2, 0]","[2, 1]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_013.png,"<prediction>Position: (2, 1). Outcome: safe</prediction>"
train_seed0071_random_t014,71,train,random,Right,"[2, 1]","[2, 2]",safe,results/A3_dataset_collection/images/train/seed_0071/random/ep_000_step_014.png,"<prediction>Position: (2, 2). Outcome: safe</prediction>"
train_seed0072_greedy_t000,72,train,greedy,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_000.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0072_greedy_t001,72,train,greedy,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_001.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0072_greedy_t002,72,train,greedy,Right,"[1, 1]","[1, 2]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_002.png,"<prediction>Position: (1, 2). Outcome: safe</prediction>"
train_seed0072_greedy_t003,72,train,greedy,Right,"[1, 2]","[1, 3]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_003.png,"<prediction>Position: (1, 3). Outcome: safe</prediction>"
train_seed0072_greedy_t004,72,train,greedy,Right,"[1, 3]","[1, 4]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_004.png,"<prediction>Position: (1, 4). Outcome: safe</prediction>"
train_seed0072_greedy_t005,72,train,greedy,Right,"[1, 4]","[1, 5]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_005.png,"<prediction>Position: (1, 5). Outcome: safe</prediction>"
train_seed0072_greedy_t006,72,train,greedy,Right,"[1, 5]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_006.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0072_greedy_t007,72,train,greedy,Right,"[1, 6]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0072_greedy_t008,72,train,greedy,Down,"[1, 7]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_008.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0072_greedy_t009,72,train,greedy,Down,"[2, 7]","[3, 7]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_009.png,"<prediction>Position: (3, 7). Outcome: safe</prediction>"
train_seed0072_greedy_t010,72,train,greedy,Down,"[3, 7]","[4, 7]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_010.png,"<prediction>Position: (4, 7). Outcome: safe</prediction>"
train_seed0072_greedy_t011,72,train,greedy,Down,"[4, 7]","[5, 7]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_011.png,"<prediction>Position: (5, 7). Outcome: safe</prediction>"
train_seed0072_greedy_t012,72,train,greedy,Down,"[5, 7]","[6, 7]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_012.png,"<prediction>Position: (6, 7). Outcome: safe</prediction>"
train_seed0072_greedy_t013,72,train,greedy,Down,"[6, 7]","[7, 7]",goal,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_000_step_013.png,"<prediction>Position: (7, 7). Outcome: goal</prediction>"
train_seed0072_greedy_t014,72,train,greedy,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0072/greedy/ep_001_step_000.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0072_random_t000,72,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_000_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0072_random_t001,72,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_000_step_001.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0072_random_t002,72,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0072/random/ep_000_step_002.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0072_random_t003,72,train,random,Down,"[1, 0]","[2, 0]",safe,results/A3_dataset_collection/images/train/seed_0072/random/ep_000_step_003.png,"<prediction>Position: (2, 0). Outcome: safe</prediction>"
train_seed0072_random_t004,72,train,random,Down,"[2, 0]","[3, 0]",hole,results/A3_dataset_collection/images/train/seed_0072/random/ep_000_step_004.png,"<prediction>Position: (3, 0). Outcome: hole</prediction>"
train_seed0072_random_t005,72,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_001_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0072_random_t006,72,train,random,Right,"[0, 0]","[0, 1]",hole,results/A3_dataset_collection/images/train/seed_0072/random/ep_001_step_001.png,"<prediction>Position: (0, 1). Outcome: hole</prediction>"
train_seed0072_random_t007,72,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_002_step_000.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0072_random_t008,72,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_002_step_001.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0072_random_t009,72,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0072/random/ep_002_step_002.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0072_random_t010,72,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_002_step_003.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0072_random_t011,72,train,random,Up,"[1, 0]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0072/random/ep_002_step_004.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0072_random_t012,72,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_002_step_005.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0072_random_t013,72,train,random,Left,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_002_step_006.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0072_random_t014,72,train,random,Up,"[0, 0]","[0, 0]",wall,results/A3_dataset_collection/images/train/seed_0072/random/ep_002_step_007.png,"<prediction>Position: (0, 0). Outcome: wall</prediction>"
train_seed0073_greedy_t000,73,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0073_greedy_t001,73,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0073_greedy_t002,73,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0073_greedy_t003,73,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0073_greedy_t004,73,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_004.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0073_greedy_t005,73,train,greedy,Right,"[0, 5]","[0, 6]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_005.png,"<prediction>Position: (0, 6). Outcome: safe</prediction>"
train_seed0073_greedy_t006,73,train,greedy,Right,"[0, 6]","[0, 7]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_006.png,"<prediction>Position: (0, 7). Outcome: safe</prediction>"
train_seed0073_greedy_t007,73,train,greedy,Down,"[0, 7]","[1, 7]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_007.png,"<prediction>Position: (1, 7). Outcome: safe</prediction>"
train_seed0073_greedy_t008,73,train,greedy,Down,"[1, 7]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_008.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0073_greedy_t009,73,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_009.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0073_greedy_t010,73,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_010.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0073_greedy_t011,73,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_011.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0073_greedy_t012,73,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_012.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0073_greedy_t013,73,train,greedy,Left,"[2, 7]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_013.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
train_seed0073_greedy_t014,73,train,greedy,Right,"[2, 6]","[2, 7]",safe,results/A3_dataset_collection/images/train/seed_0073/greedy/ep_000_step_014.png,"<prediction>Position: (2, 7). Outcome: safe</prediction>"
train_seed0073_random_t000,73,train,random,Down,"[0, 0]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_000.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0073_random_t001,73,train,random,Right,"[1, 0]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_001.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0073_random_t002,73,train,random,Left,"[1, 1]","[1, 0]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_002.png,"<prediction>Position: (1, 0). Outcome: safe</prediction>"
train_seed0073_random_t003,73,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_003.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0073_random_t004,73,train,random,Left,"[1, 0]","[1, 0]",wall,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_004.png,"<prediction>Position: (1, 0). Outcome: wall</prediction>"
train_seed0073_random_t005,73,train,random,Up,"[1, 0]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_005.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0073_random_t006,73,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_006.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0073_random_t007,73,train,random,Down,"[0, 1]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_007.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0073_random_t008,73,train,random,Right,"[1, 1]","[1, 2]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_008.png,"<prediction>Position: (1, 2). Outcome: safe</prediction>"
train_seed0073_random_t009,73,train,random,Left,"[1, 2]","[1, 1]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_009.png,"<prediction>Position: (1, 1). Outcome: safe</prediction>"
train_seed0073_random_t010,73,train,random,Right,"[1, 1]","[1, 2]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_010.png,"<prediction>Position: (1, 2). Outcome: safe</prediction>"
train_seed0073_random_t011,73,train,random,Up,"[1, 2]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_011.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0073_random_t012,73,train,random,Left,"[0, 2]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_012.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0073_random_t013,73,train,random,Left,"[0, 1]","[0, 0]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_013.png,"<prediction>Position: (0, 0). Outcome: safe</prediction>"
train_seed0073_random_t014,73,train,random,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0073/random/ep_000_step_014.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0074_greedy_t000,74,train,greedy,Right,"[0, 0]","[0, 1]",safe,results/A3_dataset_collection/images/train/seed_0074/greedy/ep_000_step_000.png,"<prediction>Position: (0, 1). Outcome: safe</prediction>"
train_seed0074_greedy_t001,74,train,greedy,Right,"[0, 1]","[0, 2]",safe,results/A3_dataset_collection/images/train/seed_0074/greedy/ep_000_step_001.png,"<prediction>Position: (0, 2). Outcome: safe</prediction>"
train_seed0074_greedy_t002,74,train,greedy,Right,"[0, 2]","[0, 3]",safe,results/A3_dataset_collection/images/train/seed_0074/greedy/ep_000_step_002.png,"<prediction>Position: (0, 3). Outcome: safe</prediction>"
train_seed0074_greedy_t003,74,train,greedy,Right,"[0, 3]","[0, 4]",safe,results/A3_dataset_collection/images/train/seed_0074/greedy/ep_000_step_003.png,"<prediction>Position: (0, 4). Outcome: safe</prediction>"
train_seed0074_greedy_t004,74,train,greedy,Right,"[0, 4]","[0, 5]",safe,results/A3_dataset_collection/images/train/seed_0074/greedy/ep_000_step_004.png,"<prediction>Position: (0, 5). Outcome: safe</prediction>"
train_seed0074_greedy_t005,74,train,greedy,Down,"[0, 5]","[1, 5]",safe,results/A3_dataset_collection/images/train/seed_0074/greedy/ep_000_step_005.png,"<prediction>Position: (1, 5). Outcome: safe</prediction>"
train_seed0074_greedy_t006,74,train,greedy,Right,"[1, 5]","[1, 6]",safe,results/A3_dataset_collection/images/train/seed_0074/greedy/ep_000_step_006.png,"<prediction>Position: (1, 6). Outcome: safe</prediction>"
train_seed0074_greedy_t007,74,train,greedy,Down,"[1, 6]","[2, 6]",safe,results/A3_dataset_collection/images/train/seed_0074/greedy/ep_000_step_007.png,"<prediction>Position: (2, 6). Outcome: safe</prediction>"
